Substation,,,,,,,,,,,,,,
337422182,Rocky Mountain Energy Center,3337422182,PSCOLORADO,ZoneRD,1,23,40.09,-104.6,160,35.99,4,3.4,332.53,-62.86
337422187,Rocky Reach,3337422187,NORTHWEST,Central Washington,21,345,47.53,-120.29,861,204.81,0.63,0.3,48,-20.75
337422206,Rogue,3337422206,NORTHWEST,Western Oregon,1,230,42.48,-124.4,,,,,82.17,14.52
337422258,Rosebud Creek,3337422258,,,0,0,46.26,-106.47,,,,,,
337422262,Rosedale,3337422262,,,0,0,40.38,-104.68,,,,,,
337422263,Rosedale,3337422263,,,0,0,49.19,-121.76,,,,,,
337422285,J.D. Ross,3337422285,NORTHWEST,Lower Columbia Basin,3,345,45.66,-122.66,,,47,0.5,259.9,45.62
337422288,Ross Dam,3337422288,NORTHWEST,Seattle City Light,4,230,48.73,-121.07,216.19,-9.45,,,,
337422305,Round Butte,3337422305,NORTHWEST,Portland General - Generation,6,500,44.61,-121.28,270,69.74,3.8,1.2,0,-138.88
337422310,Round Mountain,3337422310,PG AND E,Conf Load (N. Valley),2,500,40.81,-121.94,,,,,452.13,464.05
337422319,Roundup,3337422319,NORTHWEST,Southeast Washington,1,230,45.64,-118.75,,,,,68.07,-16.73
337422320,Roundup Auto,3337422320,,,0,0,46.48,-108.58,,,,,,
337422354,RS-19 (Proposed),3337422354,,,0,0,33.29,-111.52,,,,,,
337422360,Rudyard,3337422360,,,0,0,48.51,-110.54,,,,,,
337422423,Ryan (PPLMON),3337422423,,,0,0,47.57,-111.12,,,,,,
337422524,Sacajawea,3337422524,NORTHWEST,Lower Columbia Basin,2,500,46.24,-118.89,,,,,10.99,176.15
337422525,Sacheen,3337422525,NORTHWEST,"Spokane Area, N Idaho, W Montana",1,230,48.18,-117.28,,,,,46.32,3.97
337422545,Saguaro,3337422545,,,0,0,32.55,-111.3,,,,,,
337422637,Salem,3337422637,NORTHWEST,Portland Area,1,230,44.93,-123.09,,,,,161.99,19.87
337422680,Saltese,3337422680,,,0,0,47.35,-115.34,,,,,,
337422702,Sammamish,3337422702,NORTHWEST,N.KING,4,230,47.69,-122.15,,,,,564.12,-176.46
337422714,Mountainview Power,3337422714,SOCALIF,SCE EASTERN 500/230kV,2,18,34.08,-117.24,416,83.37,,,24.4,30.82
337422748,San Juan 345,3337422748,NEW MEXICO,ZoneAL,5,345,36.8,-108.44,1669.84,259.51,184,114.04,2373.42,393.46
337422782,Sand Dunes,3337422782,NORTHWEST,"Grant County, WA",1,230,47.15,-119.28,,,,,127.5,-11.56
337422785,Sand Spring Compensation Station,3337422785,,,0,0,43.72,-120.85,,,,,,
337422796,Sandia,3337422796,,,0,0,35.05,-106.53,,,,,,
337422861,Santiam,3337422861,NORTHWEST,Western Oregon,5,500,44.77,-122.67,,,,,26.29,-3.01
337422867,Panorama,3337422867,,,0,0,35.24,-106.66,,,,,,
337422881,Sargent,3337422881,,,0,0,37.69,-106.1,,,,,,
337422892,Sarpy Cr. Auto,3337422892,,,0,0,45.82,-107.14,,,,,,
337422900,Satsop,3337422900,NORTHWEST,"Seattle Area, Olympic Peninsula",2,500,46.97,-123.46,,,,,,
337422960,Schultz,3337422960,NORTHWEST,Central Washington,7,500,47.12,-120.51,,,,,0,-290.93
337423050,Second Imperial Geothermal Com,3337423050,,,0,0,32.71,-115.53,,,,,,
337423057,Sedro Woolley,3337423057,NORTHWEST,SKAGIT,3,230,48.51,-122.2,,,,,93.17,31.21
337423081,Selle,3337423081,NORTHWEST,"Seattle Area, Olympic Peninsula",2,500,48.36,-116.53,,,,,,
337423199,Shawnee,3337423199,NORTHWEST,AVA: Palouse,1,230,46.88,-117.29,,,,,79.45,-4.13
337423214,Sheerness,3337423214,ALBERTA,AIES-Sheerness,2,19,51.44,-111.79,743.3,-119.74,30.6,15.4,204.87,84.06
337423221,Shelby,3337423221,,,0,0,48.5,-111.84,,,,,,
337423244,Shelton,3337423244,NORTHWEST,"Seattle Area, Olympic Peninsula",2,230,47.23,-123.12,,,,,165.43,53.51
337423288,Sherwood,3337423288,NORTHWEST,Portland General - BES S/S,1,230,45.37,-122.84,,,,,473.36,-38.71
337423323,Shorey Road,3337423323,,,0,0,45.85,-108.83,,,,,,
337423334,Shredder,3337423334,,,0,0,37.51,-122.21,,,,,,
337423346,Sickler,3337423346,NORTHWEST,Central Washington,1,500,47.54,-120.28,,,,,,
337423364,Sifton,3337423364,NORTHWEST,Portland Area,4,230,45.65,-122.5,,,,,354.23,-123.02
337423381,Silver Bow Generation Plant,3337423381,,,0,0,45.97,-112.69,,,,,,
337423386,Silver Creek,3337423386,NORTHWEST,"Seattle Area, Olympic Peninsula",1,230,46.52,-122.59,,,,,16.96,-8.19
337423423,Simpson Paper,3337423423,,,0,0,37.73,-121.12,,,,,,
337423472,Skeena Cellulose,3337423472,,,0,0,54.23,-130.3,,,,,,
337423497,Slatt,3337423497,NORTHWEST,Lower Columbia Basin,2,500,45.7,-120.15,,,,,0,0
337423567,Sno-king,3337423567,NORTHWEST,"Seattle Area, Olympic Peninsula",9,500,47.81,-122.19,,,,,501.14,93.41
337423568,Snohomish,3337423568,NORTHWEST,"Seattle Area, Olympic Peninsula",7,500,47.92,-122.1,,,,,609.95,132.76
337423666,South,3337423666,NORTHWEST,Seattle City Light,1,230,47.57,-122.33,,,283.67,12.83,,
337423685,South Bremerton,3337423685,NORTHWEST,KITSAP,1,230,47.56,-122.65,,,,,222.61,-26.89
337423704,South Cut Bank,3337423704,,,0,0,48.62,-112.35,,,,,,
337423746,South Huntley,3337423746,,,0,0,45.79,-108.39,,,,,,
337423849,Southwest,3337423849,NORTHWEST,Tacoma Power - General,2,230,47.19,-122.49,,,,,408.42,-127.42
337423895,Lookout,3337423895,,,0,0,44.55,-103.91,,,,,,
337423972,Springerville,3337423972,ARIZONA,TEP,3,21,34.31,-109.16,988,205.4,100,99,798,-59.83
337423974,Springfield,3337423974,NORTHWEST,Western Oregon,1,230,44.04,-123,,,,,,
337424074,St. Johns,3337424074,NORTHWEST,Portland Area,1,230,45.6,-122.75,,,,,156.05,105.99
337424093,St. Marys,3337424093,NORTHWEST,Portland General - BES S/S,1,230,45.51,-122.84,,,,,617.62,56.07
337424098,St. Regis,3337424098,,,0,0,47.29,-115.19,,,,,,
337424124,Sta. D,3337424124,,,0,0,37.81,-122.27,,,,,,
337424146,Stanford Auto,3337424146,,,0,0,47.11,-110.18,,,,,,
337424189,Stateline Wind Project - Washington,3337424189,NORTHWEST,PAC:DALR,2,230,46,-118.74,,,,,0,11.48
337424487,Sumas Cogeneration Company LP,3337424487,NORTHWEST,WHATCOM,2,115,48.99,-122.27,97,-10.89,,,16.99,-16.11
337424493,Summer Lake,3337424493,NORTHWEST,Southern Oregon,5,500,43.01,-120.96,,,,,,
337424541,Sundance,3337424541,ALBERTA,AIES-Lake Wabamun Generation,4,25,53.51,-114.55,1556.7,269.82,102.9,51.5,887.32,-317.07
337424578,Superior,3337424578,,,0,0,47.18,-114.94,,,,,,
337424647,Swift,3337424647,NORTHWEST,PAC:LWSR,4,230,45.94,-122.64,75.3,36.53,,,-30.48,10.61
337424673,Sycan Compensation Station,3337424673,,,0,0,42.85,-120.99,,,,,,
337424679,Sylmar,3337424679,LADWP,LA PDCI,4,230,34.31,-118.48,,,,,4783.42,1356.99
337424717,Tacoma,3337424717,NORTHWEST,"Seattle Area, Olympic Peninsula",7,500,47.26,-122.37,,,,,79.44,160.85
337424728,Taft,3337424728,NORTHWEST,Western Montana,4,500,47.45,-115.58,,,,,0,-217.06
337424732,Tahkenitch,3337424732,NORTHWEST,Western Oregon,1,230,43.74,-124.08,,,,,46.63,17.31
337424742,Talbot,3337424742,NORTHWEST,S.KING,2,230,47.47,-122.21,,,,,468.63,33.78
337425305,Tap,3337425305,,,0,0,33.87,-116.48,,,,,,
337425317,Tap,3337425317,,,0,0,52.34,-114.29,,,,,,
337425335,Tap,3337425335,,,0,0,53.56,-114.58,,,,,,
337425528,Tap,3337425528,,,0,0,36.11,-115.01,,,,,,
337425529,Tap,3337425529,,,0,0,36.11,-114.87,,,,,,
337425530,Tap,3337425530,,,0,0,36.02,-114.78,,,,,,
337425538,Tap,3337425538,,,0,0,36.12,-115.19,,,,,,
337425542,Tap,3337425542,,,0,0,36.16,-115.11,,,,,,
337426002,Tap,3337426002,,,0,0,45.7,-108.7,,,,,,
337426003,Tap,3337426003,,,0,0,46.66,-109.8,,,,,,
337426005,Tap,3337426005,,,0,0,47.54,-111,,,,,,
337426235,Tap,3337426235,,,0,0,39.16,-121.56,,,,,,
337426236,Tap,3337426236,,,0,0,39.09,-121.54,,,,,,
337426237,Tap,3337426237,,,0,0,39.09,-121.54,,,,,,
337426238,Tap,3337426238,,,0,0,38.21,-122.15,,,,,,
337426243,Tap,3337426243,,,0,0,38.5,-122.47,,,,,,
337426251,Tap,3337426251,,,0,0,38.91,-122.62,,,,,,
337426253,Tap,3337426253,,,0,0,39.11,-122.81,,,,,,
337426259,Tap,3337426259,,,0,0,40.45,-122.33,,,,,,
337426261,Tap,3337426261,,,0,0,40.82,-121.93,,,,,,
337426267,Tap,3337426267,,,0,0,41.27,-122.28,,,,,,
337426303,Tap,3337426303,,,0,0,40.02,-104.41,,,,,,
337426305,Tap,3337426305,,,0,0,40.22,-104.41,,,,,,
337426312,Tap,3337426312,,,0,0,39.57,-102.58,,,,,,
337426314,Tap,3337426314,,,0,0,38.92,-106.19,,,,,,
337426840,Tap,3337426840,,,0,0,47.52,-111.31,,,,,,
337427366,Diamond Hill,3337427366,NORTHWEST,PAC:JCTN,1,230,44.25,-123.05,,,,,39.67,-9.19
337427508,American Can,3337427508,,,0,0,44.38,-123.14,,,,,,
337427717,Walla Walla,3337427717,NORTHWEST,PAC:WALA,3,230,46.07,-118.38,,,,,168.08,-34.75
337427719,Julia,3337427719,,,0,0,47.85,-116.8,,,,,,
337427736,Wallula,3337427736,NORTHWEST,PAC:WULA,1,230,46.06,-118.85,,,,,75.24,-31.69
337427813,Gold Hill,3337427813,,,0,0,42.4,-123.24,,,,,,
337427914,Redmond,3337427914,NORTHWEST,Southern Oregon,2,230,44.27,-121.17,,,,,131.83,-19.15
337428144,TAP372,3337428144,NORTHWEST,"Spokane Area, N Idaho, W Montana",1,230,48.74,-117.66,,,,,,
337428267,Empire,3337428267,,,0,0,43.37,-124.28,,,,,,
337428270,Isthmus,3337428270,NORTHWEST,PAC:CBAY,1,230,43.34,-124.19,,,,,87.92,-30.46
337428294,Harrison,3337428294,,,0,0,45.51,-122.66,,,,,,
337428348,TAP583,3337428348,,,0,0,34.59,-117.42,,,,,,
337428363,Klamath Falls,3337428363,NORTHWEST,PAC:KFAL,2,18,42.19,-121.82,324,-17.99,,,4.05,-163.8
337428736,Tarkio,3337428736,,,0,0,47.03,-114.74,,,,,,
337428918,The Dalles Ph,3337428918,NORTHWEST,Lower Columbia Basin,14,230,45.62,-121.12,1534,336.35,,,5.91,-191.33
337428970,Thompson Falls,3337428970,,,0,0,47.59,-115.36,,,,,,
337428973,Thompson River Cogen,3337428973,,,0,0,47.58,-115.25,,,,,,
337428999,Three Rivers,3337428999,,,0,0,45.94,-111.52,,,,,,
337429012,Tiber,3337429012,,,0,0,48.33,-111.08,,,,,,
337429041,Tillamook,3337429041,NORTHWEST,Portland Area,1,230,45.46,-123.83,,,,,143.23,-22.15
337429118,Toledo,3337429118,NORTHWEST,Western Oregon,1,230,44.62,-123.92,,,,,186.03,13.38
337429181,Toston,3337429181,,,0,0,46.17,-111.43,,,,,,
337429200,Townsend,3337429200,,,0,0,46.33,-111.49,,,,,,
337429278,Trident Auto,3337429278,,,0,0,45.97,-111.42,,,,,,
337429279,Trident Peaker,3337429279,,,0,0,45.94,-111.48,,,,,,
337429314,Trojan,3337429314,NORTHWEST,Portland General - BES S/S,3,230,46.04,-122.92,,,,,,
337429325,Troutdale,3337429325,NORTHWEST,Portland Area,5,500,45.56,-122.4,,,,,154.7,187.59
337429337,Trumble Creek,3337429337,NORTHWEST,Western Montana,1,230,48.4,-114.21,,,64.6,21.2,,
337429371,Tumble Creek,3337429371,NORTHWEST,Western Oregon,2,230,44.73,-122.19,,,1.9,0.6,,
337429449,Two Dot,3337429449,,,0,0,46.43,-110.07,,,,,,
337429473,U.S. Antimony,3337429473,,,0,0,47.55,-115.59,,,,,,
337429494,Ulm,3337429494,,,0,0,47.45,-111.52,,,,,,
337429530,Union Gap,3337429530,NORTHWEST,PAC:YKMA,1,230,46.56,-120.49,,,,,279.25,-57.31
337430120,Newberg,3337430120,NORTHWEST,Portland Area,2,230,45.34,-123,,,,,,
337430306,Limestone,3337430306,,,0,0,51.87,-115.26,,,,,,
337430329,Bon Glen,3337430329,,,0,0,53.01,-113.96,,,,,,
337430358,Diamond,3337430358,,,0,0,53.79,-113.13,,,,,,
337430371,Marion,3337430371,,,0,0,53.5,-114.67,,,,,,
337430485,Hotchkiss,3337430485,,,0,0,57.07,-117.74,,,,,,
337430486,Hamburg,3337430486,,,0,0,57.38,-119.73,,,,,,
337430769,Liberty,3337430769,,,0,0,39.61,-102.65,,,,,,
337431361,Upper Baker,3337431361,NORTHWEST,SKAGIT,1,13.8,48.65,-121.69,82,-2.75,,,53.61,-0.2
337431401,Usk,3337431401,NORTHWEST,AVA: Pend Oreille PUD,1,230,48.29,-117.27,,,96,28,19.47,7.81
337431441,Valier Williams,3337431441,,,0,0,48.36,-112.13,,,,,,
337431517,Vantage,3337431517,NORTHWEST,"Grant County, WA",9,500,46.88,-119.94,473.8,109.1,46.08,15.31,0,-155.54
337431757,W.E. Armell's Cr.,3337431757,,,0,0,45.88,-106.62,,,,,,
337431797,Wahluke (GP),3337431797,NORTHWEST,"Grant County, WA",1,230,46.73,-119.76,,,4.93,0.22,,
337431824,Waldorf,3337431824,,,0,0,46.95,-114.08,,,,,,
337431892,Wanapum,3337431892,NORTHWEST,"Grant County, WA",5,230,46.88,-119.94,378.8,87.28,,,0,-202.59
337431926,Warner,3337431926,NORTHWEST,Southern Oregon,1,230,41.5,-120.53,,,,,38.37,-5.43
337431984,Washington State University,3337431984,,,0,0,46.73,-117.17,,,,,,
337432057,Wauna,3337432057,NORTHWEST,Portland Area,1,230,46.15,-123.41,,,93.1,27.2,-31.15,-13
337432067,Wautoma,3337432067,NORTHWEST,Central Washington,1,500,46.51,-119.84,,,,,0,-289.63
337432093,Wayne Pump,3337432093,,,0,0,47.54,-110.96,,,,,,
337432169,Wells (DOPD),3337432169,NORTHWEST,Central Washington,7,230,47.95,-119.87,720,96.73,,,40.96,-5.52
337432181,Wendson,3337432181,NORTHWEST,Western Oregon,1,230,44.01,-124.01,,,,,61.67,-22.49
337432446,Wheeler,3337432446,NORTHWEST,"Grant County, WA",2,230,47.18,-119.23,,,16.29,4.36,0,15.06
337432470,White Bluffs,3337432470,NORTHWEST,Lower Columbia Basin,1,230,46.36,-119.36,,,,,202.84,-0.93
337432474,White Creek Wind Project,3337432474,NORTHWEST,Lower Columbia Basin,2,230,45.83,-120.36,,,,,-24.07,1.85
337432490,White River (PSPL),3337432490,NORTHWEST,PIERCE,1,230,47.24,-122.21,,,,,387.84,22.36
337432511,Whitehorn,3337432511,NORTHWEST,WHATCOM,3,115,48.89,-122.75,162.2,-23.2,,,87.44,-20.54
337432576,Wild Horse Project,3337432576,NORTHWEST,N.KING,1,230,47.02,-120.19,,,,,0,10.02
337432580,Wilder NH,3337432580,,,0,0,35.05,-118.32,,,,,,
337432633,Willow Creek,3337432633,,,0,0,45.83,-111.64,,,,,,
337432654,Wilsall,3337432654,,,0,0,45.96,-110.66,,,,,,
337432684,Windishar,3337432684,NORTHWEST,Portland Area,1,230,45.23,-123.17,,,27.3,9,,
337432924,Wyodak,3337432924,PACE,WY CENT,2,230,44.29,-105.39,375,37.67,41.9,33.6,1741.33,71.02
337432946,Yale,3337432946,NORTHWEST,PAC:LWSR,2,115,45.96,-122.34,59,14.58,,,56.97,3.94
337509756,Tap,3337509756,,,0,0,56.63,-111.39,,,,,,
338155183,Tap,3338155183,,,0,0,41.14,-103.79,,,,,,
340406598,Biglow Canyon Wind,3340406598,NORTHWEST,Portland General - BES S/S,1,230,45.65,-120.63,,,,,0,12.44
341134042,Tap,3341134042,,,0,0,32.8,-116.79,,,,,,
341134052,Rincon,3341134052,,,0,0,33.29,-116.96,,,,,,
341134073,Murray,3341134073,,,0,0,32.79,-117.02,,,,,,
341134144,Tap,3341134144,,,0,0,32.79,-116.89,,,,,,
341134146,Tap,3341134146,,,0,0,32.66,-116.67,,,,,,
341134148,Tap,3341134148,,,0,0,32.63,-117.1,,,,,,
341134149,Tap,3341134149,,,0,0,32.66,-117.03,,,,,,
341134165,Tap,3341134165,,,0,0,32.83,-117.14,,,,,,
341134171,Tap,3341134171,,,0,0,32.9,-117.16,,,,,,
341134173,Tap,3341134173,,,0,0,32.83,-117.18,,,,,,
341134174,Genesee,3341134174,,,0,0,32.88,-117.21,,,,,,
341134180,Tap,3341134180,,,0,0,33.1,-117.07,,,,,,
341134185,Tap,3341134185,,,0,0,33.15,-117.06,,,,,,
341134186,Tap,3341134186,,,0,0,33.04,-117.15,,,,,,
341134189,Tap,3341134189,,,0,0,33.03,-116.66,,,,,,
341134195,Pendleton,3341134195,,,0,0,33.31,-117.34,,,,,,
341134196,Tap,3341134196,,,0,0,33.33,-117.25,,,,,,
341134430,Tap,3341134430,,,0,0,33.21,-117.38,,,,,,
341134482,Tap,3341134482,,,0,0,32.59,-117.06,,,,,,
341134483,Tap,3341134483,,,0,0,32.6,-116.94,,,,,,
341134534,Tap,3341134534,,,0,0,32.8,-116.5,,,,,,
341134536,Tap,3341134536,,,0,0,32.67,-116.99,,,,,,
341134539,Tap,3341134539,,,0,0,33.02,-117.03,,,,,,
341134540,Tap,3341134540,,,0,0,33.17,-117.28,,,,,,
341134541,Tap,3341134541,,,0,0,33.25,-117.3,,,,,,
341134549,Tap,3341134549,,,0,0,33.45,-117.58,,,,,,
341134553,Tap,3341134553,,,0,0,34.44,-117.37,,,,,,
341134559,Pitchgen,3341134559,,,0,0,34.46,-118.59,,,,,,
341134566,Tengen,3341134566,,,0,0,34.4,-118.49,,,,,,
341134567,Appgen,3341134567,,,0,0,34.39,-118.51,,,,,,
341134577,Oasis,3341134577,,,0,0,34.65,-118.09,,,,,,
341134585,Tap,3341134585,,,0,0,34.81,-118.72,,,,,,
341134586,Oso,3341134586,,,0,0,34.81,-118.72,,,,,,
341134587,Tap,3341134587,,,0,0,34.77,-118.72,,,,,,
341134589,Tap,3341134589,,,0,0,34.72,-118.15,,,,,,
341134590,Tap,3341134590,,,0,0,34.65,-118.15,,,,,,
341134591,Tap,3341134591,,,0,0,34.6,-118.07,,,,,,
341134592,Tap,3341134592,,,0,0,34.67,-118.23,,,,,,
341134594,Tap,3341134594,,,0,0,34.61,-118.11,,,,,,
341134595,Tap,3341134595,,,0,0,34.6,-118.06,,,,,,
341134596,Tap,3341134596,,,0,0,34.72,-118.32,,,,,,
341134902,Tap,3341134902,,,0,0,33.9,-118.15,,,,,,
341134986,Neches,3341134986,,,0,0,34.86,-114.65,,,,,,
341135028,Lakeview,3341135028,,,0,0,35.09,-119.1,,,,,,
341135033,Tap,3341135033,,,0,0,35.36,-118.88,,,,,,
341135040,Tap,3341135040,,,0,0,35.13,-118.88,,,,,,
341135044,Tap,3341135044,,,0,0,35.03,-119,,,,,,
341135045,Tap,3341135045,,,0,0,35.02,-119,,,,,,
341135050,Tap,3341135050,,,0,0,35.11,-119.35,,,,,,
341135058,Kelly,3341135058,,,0,0,35.02,-119.06,,,,,,
341135068,Castaic,3341135068,,,0,0,34.88,-118.9,,,,,,
341135103,Tap,3341135103,,,0,0,35.66,-120.01,,,,,,
341135125,Tap,3341135125,,,0,0,35.05,-118.32,,,,,,
341135128,Tap,3341135128,,,0,0,35.04,-118.35,,,,,,
341135132,Tap,3341135132,,,0,0,35.09,-118.29,,,,,,
341135136,Tap,3341135136,,,0,0,35.05,-118.27,,,,,,
341135137,Tap,3341135137,,,0,0,35.04,-118.31,,,,,,
341135141,Tap,3341135141,,,0,0,35.05,-118.32,,,,,,
341135145,Tap,3341135145,,,0,0,34.84,-118.13,,,,,,
341135147,Tap,3341135147,,,0,0,34.86,-118.24,,,,,,
341135151,Tap,3341135151,,,0,0,35.32,-119,,,,,,
341135160,Tap,341135160,,,0,0,36.8,-121.77,,,,,,
341135161,Tap,3341135161,,,0,0,36.76,-121.73,,,,,,
341135164,Tap,3341135164,,,0,0,35.29,-120.71,,,,,,
341135168,Tap,3341135168,,,0,0,36.27,-119.59,,,,,,
341135169,Guernsey,3341135169,,,0,0,36.23,-119.66,,,,,,
341135172,Tap,3341135172,,,0,0,36.23,-119.83,,,,,,
341135175,Tap,3341135175,,,0,0,36.4,-119.64,,,,,,
341135208,Tap,3341135208,,,0,0,35.32,-120.66,,,,,,
341135213,Tap,3341135213,,,0,0,36.78,-121.67,,,,,,
341135216,Tap,3341135216,,,0,0,36.76,-121.61,,,,,,
341135217,Tap,3341135217,,,0,0,36.75,-121.61,,,,,,
341135221,Tap,3341135221,,,0,0,36.62,-121.81,,,,,,
341135223,Tap,3341135223,,,0,0,36.61,-121.82,,,,,,
341135225,Tap,3341135225,,,0,0,36.66,-121.8,,,,,,
341135226,Tap,3341135226,,,0,0,36.66,-121.8,,,,,,
341135229,Tap,3341135229,,,0,0,36.57,-121.76,,,,,,
341135231,Hatton,3341135231,,,0,0,36.56,-121.9,,,,,,
341135241,Tap,3341135241,,,0,0,36.65,-121.64,,,,,,
341135242,Buena Vista,3341135242,,,0,0,36.65,-121.63,,,,,,
341135244,Tap,3341135244,,,0,0,36.67,-121.63,,,,,,
341135247,Tap,3341135247,,,0,0,36.62,-121.58,,,,,,
341135249,Tap,3341135249,,,0,0,36.63,-121.54,,,,,,
341135253,Tap,3341135253,,,0,0,36.51,-121.45,,,,,,
341135256,Tap,3341135256,,,0,0,36.52,-121.47,,,,,,
341135257,Tap,3341135257,,,0,0,36.48,-121.41,,,,,,
341135262,Tap,3341135262,,,0,0,36.37,-121.29,,,,,,
341135265,Tap,3341135265,,,0,0,36.38,-121.26,,,,,,
341135270,Tap,3341135270,,,0,0,36.26,-121.18,,,,,,
341135272,Tap,3341135272,,,0,0,36.21,-121.17,,,,,,
341135273,Tap,3341135273,,,0,0,36.26,-121.15,,,,,,
341135275,Tap,3341135275,,,0,0,36.1,-120.98,,,,,,
341135278,Tap,3341135278,,,0,0,35.96,-120.85,,,,,,
341135279,Tap,3341135279,,,0,0,35.99,-120.9,,,,,,
341135287,Tap,3341135287,,,0,0,34.67,-120.45,,,,,,
341135288,Tap,3341135288,,,0,0,34.66,-120.45,,,,,,
341135300,Tap,3341135300,,,0,0,35.74,-120,,,,,,
341135444,Tap,3341135444,,,0,0,36.53,-120.13,,,,,,
341135481,Tap,3341135481,,,0,0,37.42,-121.19,,,,,,
341135500,Tap,3341135500,,,0,0,36.66,-120.1,,,,,,
341135513,Tap,3341135513,,,0,0,37.1,-119.69,,,,,,
341135521,Tap,3341135521,PG AND E,Conf Load (N. Valley),1,18,36.45,-119.9,310,83,2.4,0.22,62.82,-171.23
341135531,Tap,3341135531,,,0,0,36.72,-120.39,,,,,,
341135536,Tap,3341135536,,,0,0,36.62,-120.34,,,,,,
341135537,Tap,3341135537,,,0,0,36.62,-120.33,,,,,,
341135539,Tap,3341135539,,,0,0,36.63,-120.16,,,,,,
341135551,Tap,3341135551,,,0,0,36.24,-120.34,,,,,,
341135572,Tap,3341135572,,,0,0,37.33,-121.05,,,,,,
341135578,Tap,3341135578,,,0,0,37.52,-120.33,,,,,,
341135605,Limestone,3341135605,,,0,0,38.65,-121.03,,,,,,
341135612,Ione,3341135612,,,0,0,38.37,-120.96,,,,,,
341135614,Tap,3341135614,,,0,0,36.93,-121.76,,,,,,
341135628,Tap,3341135628,,,0,0,37.05,-122.18,,,,,,
341135631,Tap,3341135631,,,0,0,37.32,-122.09,,,,,,
341135633,Tap,3341135633,,,0,0,37.31,-122.09,,,,,,
341135646,Tap,3341135646,,,0,0,37.42,-122.09,,,,,,
341135649,Tap,3341135649,,,0,0,37.29,-121.85,,,,,,
341135670,Tap,3341135670,,,0,0,37.53,-122.36,,,,,,
341135672,Tap,3341135672,,,0,0,37.63,-122.45,,,,,,
341135682,Tap,3341135682,,,0,0,37.5,-122.17,,,,,,
341135685,Tap,3341135685,,,0,0,37.48,-122.17,,,,,,
341135693,Tap,3341135693,,,0,0,37.45,-122.2,,,,,,
341135696,Tap,3341135696,,,0,0,37.7,-121.9,,,,,,
341135697,Radium,3341135697,,,0,0,37.67,-121.86,,,,,,
341135707,Tap,3341135707,,,0,0,37.59,-121.87,,,,,,
341135720,Ellis,3341135720,,,0,0,37.72,-121.55,,,,,,
341135722,Tap,3341135722,,,0,0,37.78,-121.44,,,,,,
341135728,Tap,3341135728,,,0,0,37.69,-121.42,,,,,,
341135735,Tap,3341135735,,,0,0,37.78,-121.3,,,,,,
341135738,Tap,3341135738,,,0,0,37.9,-122.21,,,,,,
341135748,Tap,3341135748,,,0,0,38.03,-122.01,,,,,,
341135750,Tap,3341135750,,,0,0,37.9,-122.52,,,,,,
341135751,Tap,3341135751,,,0,0,38.08,-122.54,,,,,,
341135755,Tap,3341135755,,,0,0,37.9,-122.52,,,,,,
341135756,Tap,3341135756,,,0,0,37.98,-122.51,,,,,,
341135757,Tap,3341135757,,,0,0,38.06,-122.53,,,,,,
341135760,Tap,3341135760,,,0,0,38.12,-122.63,,,,,,
341135764,Tap,3341135764,,,0,0,38.04,-122.79,,,,,,
341135769,Tap,3341135769,,,0,0,38.03,-122.16,,,,,,
341135780,Tap,3341135780,,,0,0,38.03,-121.95,,,,,,
341135782,Tap,3341135782,,,0,0,38.02,-121.91,,,,,,
341135799,Tap,3341135799,,,0,0,37.93,-121.61,,,,,,
341135800,Tap,3341135800,,,0,0,37.93,-121.64,,,,,,
341135801,Tap,3341135801,,,0,0,37.94,-121.68,,,,,,
341135809,Tap,3341135809,,,0,0,37.79,-121.25,,,,,,
341135817,Country Club,3341135817,,,0,0,37.98,-121.32,,,,,,
341135825,Tap,3341135825,,,0,0,38.04,-121.29,,,,,,
